,level,text
221,2 - Mid,amongst critic attack shi'it shrine iran wa murtadin taliban movement astonish taliban protect insid afghanistan facilit associ partner allah slander nobl prophet name safeti secur stabil — brother ashsharif hazim
222,1 - Low,bori becker deport becaus white echr protect unpalat truth '000 asian groom rape assault white children everi year '000 crimin fake asylum uk fifth column gov twist knive us
223,2 - Mid,rest assur soldier islam state – allah permiss – carri upon manhaj imām shaykh usāmah amīr istishhādīyīn abū musab azzarqāwī founder state abū ‘umar albaghdādī war minist abū hamzah almuhājir never alter chang tast tast — shaykh abu muhammad al‘adnani rahimahullah
224,2 - Mid,rest assur soldier – allah permiss – carri upon manhaj imām shaykh usāmah amīr istishhādīyīn abū musab azzarqāwī founder state abū ‘umar albaghdādī war minist abū hamzah almuhājir never alter chang tast tast — shaykh abu muhammad al‘adnani rahimahullah
225,2 - Mid,islam today dire need sincer patient men inclin persist reject exhaust rest feel selfsatisfi silent interpret requir stage men sincer soul high ambit strong resolv know except way receiv carri imposs exhaust take boredom overcom spend hope bitter argument shaykh abu mus'ab azzarqawi rahimullah
226,2 - Mid,great religion islam establish except upon shoulder great one men — shaykh abu mus'ab azzarqawi rahimahullah
227,1 - Low,want replac us treat us like trash onc becom minor explicit antiwhit racism becom 100 time wors onc minor
228,2 - Mid,imag post
229,1 - Low,goe back shill jew matter chang say need thing differ never chang jew remain hi posit worship control
230,1 - Low,it' joke actual support adl they'r pedo kike faggot
231,2 - Mid,hama israel aggress jenin ignit resist via pic
232,2 - Mid,hama mourn martyr saadi laud jenin resist fighter via pic
233,1 - Low,thread intent white genocid 🧵
234,1 - Low,genet lost gene come cultur whitegenocid
235,1 - Low,thi next wake white peopl whitegenocid
236,1 - Low,it' bad interraci marriagewhit genocid
237,1 - Low,liter white genocid
238,1 - Low,real end game whitegenocid power jewish organis push
239,1 - Low,antiwhit pretend know white countri it' exact criterion forc divers whitegenocid
240,1 - Low,white genocid intern crime kalergiplan forcedmassmigr genocid
241,1 - Low,antiwhit divers code white genocid
242,1 - Low,white countri ani countri forc becom brown white race race that' suppos care everi race except whitegenocid gif
243,1 - Low,white realli privileg we'd privileg keep countri white antiracist code word antiwhit divers code word white genocid
244,1 - Low,antiracist attend white allow event race equiti eh
245,1 - Low,cue butt hurt respons antiwhit squirm yet anoth ‘inconveni question expos hate fill antiwhit 😂
246,1 - Low,soon jew nonwhit start defer white antiwhit especi white countri
247,1 - Low,gammon racist slur toward white peopl white privileg myth spread anti white
248,1 - Low,problem onli go get wors call antiwhit call express antiwhit antiwhit effect antiwhit white erasur
249,1 - Low,activ push antiwhit hatr thought need us anymor armi minor self hate white alli it' delight see backfir
250,1 - Low,tf talk hare crime white commit white daili media bare cover tri best hide ident pictur attack prime exampl waukesha wisconsin antiwhit suv attack christma parad
251,1 - Low,privileg white kid grow around antiwhit bombard antiwhit hatr told eras themselv it' among peopl dure antiwhit barrag can't distanc craven away afford shelter
252,1 - Low,🔶mozambiqu wilayat friday 1811 20222 🔗photo report 📍bi nashir news agenc result attack soldier caliph patrol mozambican tanzanian armi near ningad area cabo delgado detail❗️ attack joint patrol mozambican tanzanian soldier burn 3 vehicl ambush islam state fighter northern mozambiqu 🔗amaq news agenc materi loss inflict joint patrol mozambican tanzanian soldier attack islam state soldier cabo delgado provinc northeastern mozambiqu 📍secur sourc told amaq news agenc last tuesday islam state soldier carri arm ambush joint patrol mozambiqu tanzanian soldier travel one road ningad region fondanhar villag palma region 📍the sourc ad ambush result seizur 3 vehicl burn fled addit confisc weapon ammunit sourc confirm islam state soldier return posit attack🥰 📙sham desert💯
253,1 - Low,racial injustic everyon get homeland white peopl whitegenocid
254,1 - Low,need end white genocid kid grow stuff go colleg hate antiwhit professor kid grow stuff onc get workforc
255,1 - Low,racist parti sinc divid peopl base race antiwhit racism core parti diffus fake narr condemn prais entir group base race racist parti onli sever impair white vote denial remov erasur
256,1 - Low,would'v thunk can't fight teh racismz even racismz antiracist mean openli racist white make actual textbook racist
257,1 - Low,novemb holodomor remembr monthth antiwhit genocid commit peopl bolshevik let ani attack white forgottenw stand peoplew stand racew intimidatedw proudli say white live matter
258,1 - Low,imagin victim countri white eras border crosser peopl discrimin hire crime commit us antiwhit becom hush crime citi burn 2020 antiwhit terrorist troop
259,1 - Low,mean white stand peopl make think radic antiwhit good antiwhit along
260,3 - High,shot back dome 😂😂😂 get fuck outta drip crab counter whi anim alway half dress
261,1 - Low,look intellig histori etc antiwhit jealou hate individu
262,1 - Low,one year ago today wa antiwhit terror attack result normal antiwhit hate
263,1 - Low,antiwhitenarr color color word languag antiwhit antiwhit transpar dehuman
264,1 - Low,thi consequ believ black peopl cant racist commit hate speech 🤡🤡🤡 racist antiwhit
265,1 - Low,disgust 😔 wmaf wlm whitelivesmatt whitesonli
266,2 - Mid,islamicst amaq agenc video bai'at abi aisyah al'umari islam state perpetr attack shiit shrine shahejaragh citi shiraz southern iran
267,1 - Low,there' law white whiteprid whitelivesmatt
268,2 - Mid,amaq news agenc releas video regard liber captiv dure recent prison attack last wednesday allahu akbar☝🏻❤
269,1 - Low,cool show whiteprid racism worst
270,1 - Low,bollock 👇thi isnt immigr invas 🤬
271,1 - Low,messag post everi french beach death end unwant immigr invas
272,3 - High,what' differ jew pizza it' okay burn jew
273,1 - Low,wilayah mozambiqu grant success mujahidin islam state allah almighti soldier islam state launch ambush christian villag nguida locat within macomia district cabo delgado yesterday mujahidin attack crusad mozambican armi machin gun led clash khilafah soldier templar result mujahidin abl defeat kill 5 crusad alongsid injur addit seiz weapon ammunit return posit prais due allah lord creation may allah' salah salam descend upon last prophet messeng prophet muham hi famili companion follow prophet footstep
274,1 - Low,biggest problem america veri long time ha jewishsupremaci past 10 20 year jewish organ doubl antiwhit hate camaign ha actual led racial tension real violenc white
275,1 - Low,anoth jewishpress articl instruct reader belittl black slaveri pretend never happen articl titl holocaust remembr day deni wa black slaveri antisemit antiblackrac jewish jewishsupremaci
276,2 - Mid,islam state sahil wilayah 📰 80 member alqaidah militia kill 6 vehicl seiz ghanimah attack khilafah soldier border mali burkina faso success allah khilafah soldier clash larg number murtadd alqaidah militia way attack common muslim allegedli affili mujahidin near villag karfuwayi border mali burkina faso 18th rabi alakhir mujahidin use variou weapon clash chase fled militiamen result death 80 injuri dozen captur 10 burn vehicl seiz 6 vehicl big amount weapon ammunit ghanimah prais due allah
277,1 - Low,rn🫰🏾 thadley havent come yet right right whitesupremaci org day ha come shut jewishsupremaci hebrewstonegro ha antisemit trope ha defam allow thi
278,2 - Mid,🔻▪️🔻 photo report islam state west africa wilayah 📷 photo featur attack khilafah soldier headquart red cross organ close nigerian armi town monguno borno
279,1 - Low,jewish extrem go talk thi one daresay it' much import know jewish peopl hold great deal institut power compar rightw extremist thenot jewishsupremaci
280,2 - Mid,break islam state iraq wilayah salahuddin 📰 rafidi tribal mobil murtaddin kill injur explos devic deton baiji allah' success khilafa soldier yesterday manag deton explos devic group bomb expert annift neighborhood center baiji citi kill injur sever alfatha area north baiji mujahidin target militari vehicl murtadd tribal mobil explos devic destroy injur insid also vehicl murtadd rafidi mobil wa destroy insid kill injur result explos devic deton annur neighborhood west baiji prais due allah
281,1 - Low,us wage war terror unless it' done privileg cast live countri veteran often end homeless jewish terrorist enjoy honor offic thi institut jewishsupremaci thenot
282,1 - Low,' jewish jewishsupremaci jewsdontcount jew blame slaveri
283,1 - Low,thi whi take modern journal serious veri real concern ppl silenc label insult ruin live guarante answer listen thing get wors jewishsupremaci
284,2 - Mid,🔷 west africa wilayah photo 🔶 liquid 5 kafir christian 3 spi captur sahel region
285,1 - Low,fundament problem cuckserv imper view free speech leftist liter want kill children extermin white peopl let toddler cut genit transit anoth gender etc whi exactli view allow whi allow say thing thi also huge problem 4chan 4chan pol particular largest gather nation socialist peopl farright yet problem freespeech platform becaus thi leftist allow post race bait derail thread etc thi doe appli way around liber charg give enemi chanc speak leftypol exampl ban peopl rightw view doe reddit twitter previous also whi exactli cuckserv valu freedumb speech much whi place import valu right leftist scream badli want kill white peopl
286,4 - Very High,want kill everi furri left winger meet
287,3 - High,obvious get downvot jew cockroach
288,3 - High,allah jew noth cockroach
289,1 - Low,becom arrog deviat religion start becom use thi way life imit tawāghīt begin forget allāh believ thi play role deviat muslim brotherhood ht certain element within tālibān
